PrimaryPropertyType,Neighborhood,NumberofBuildings,PropertyGFATotal,LargestPropertyUseType,SecondLargestPropertyUseType,ENERGYSTARScore,SiteEnergyUse(kBtu),ElectricityProp,SteamProp,GasProp,Age,BuildingArea,ParkingArea,LargestUsedArea,SecondLargestUsedArea
K-12 School,NORTHWEST,1.0,49252,K-12 School,NONE,23.0,3485865.5,0.49879979591868934,0.0,0.5012000606449102,17,1.0,0.0,1.0,0.0
Small and Mid-Sized Office,LAKE UNION,1.0,33176,Office,Parking,89.0,1426279.5,0.6046788164591863,0.0,0.3953208329783889,29,1.0,0.0,1.0,0.0
Worship Facility,GREATER DUWAMISH,1.0,21948,Worship Facility,NONE,80.0,326001.1875,0.9999994248487208,0.0,0.0,39,1.0,0.0,1.0,0.0
Warehouse,GREATER DUWAMISH,1.0,29380,Non-Refrigerated Warehouse,Office,33.0,856088.625,1.0,0.0,0.0,39,1.0,0.0,0.5707283866575902,0.23270932607215794
Worship Facility,EAST,1.0,22688,Worship Facility,NONE,87.0,331675.0,0.6893133338358333,0.0,0.31068666616416674,94,1.0,0.0,1.0,0.0
Small and Mid-Sized Office,GREATER DUWAMISH,1.0,41262,Office,NONE,84.0,1903455.875,0.9999995403098062,0.0,0.0,34,1.0,0.0,0.9873006640492463,0.0
Worship Facility,NORTH,1.0,45680,Worship Facility,NONE,79.0,2077039.375,0.24522982382074485,0.0,0.7547704770883316,108,1.0,0.0,1.0,0.0
Senior Care Community,LAKE UNION,1.0,724148,Senior Care Community,NONE,8.0,37797084.0,0.6275189906184298,0.0,0.3724809564674354,10,1.0,0.0,1.0,0.0
Worship Facility,SOUTHWEST,1.0,23562,Worship Facility,Office,96.0,531737.1875,0.9999996473821948,0.0,0.0,59,1.0,0.0,0.775740599270011,0.6456158220864103
Refrigerated Warehouse,GREATER DUWAMISH,1.0,45594,Refrigerated Warehouse,NONE,75.0,1351267.875,1.0,0.0,0.0,102,1.0,0.0,1.0,0.0
Warehouse,GREATER DUWAMISH,1.0,28126,Non-Refrigerated Warehouse,Office,44.0,870625.8125,0.6872872265086902,0.0,0.3127129888536357,41,1.0,0.0,0.7743724667567375,0.22562753324326246
Warehouse,GREATER DUWAMISH,1.0,35000,Non-Refrigerated Warehouse,NONE,53.0,378714.4063,0.9999989271599041,0.0,0.0,52,1.0,0.0,1.0,0.0
Warehouse,GREATER DUWAMISH,1.0,26150,Non-Refrigerated Warehouse,NONE,6.0,1208407.625,0.6748616800560159,0.0,0.32513863026973205,54,1.0,0.0,1.0,0.0
Small and Mid-Sized Office,GREATER DUWAMISH,1.0,24000,Office,NONE,73.0,1088556.25,0.999999770338005,0.0,0.0,49,1.0,0.0,1.0,0.0
K-12 School,EAST,1.0,43594,K-12 School,NONE,38.0,2478045.5,0.5103748095020855,0.0,0.4896249887259939,48,1.0,0.0,0.9361150617057393,0.0
Senior Care Community,NORTHWEST,1.0,51298,Senior Care Community,NONE,85.0,5655578.0,0.3703612610417538,0.0,0.6296387389582462,62,1.0,0.0,1.0,0.0
Worship Facility,NORTHWEST,1.0,22047,Worship Facility,Parking,100.0,265774.9063,1.0,0.0,0.0,54,1.0,0.0,1.0,0.0
Warehouse,GREATER DUWAMISH,1.0,31600,Non-Refrigerated Warehouse,NONE,3.0,3363535.5,0.48559202065802487,0.0,0.5144078306888689,37,1.0,0.0,1.0,0.0
Warehouse,GREATER DUWAMISH,1.0,35289,Non-Refrigerated Warehouse,NONE,63.0,876425.0,0.5600285249736144,0.0,0.4399714750263856,9,1.0,0.0,1.0,0.0
Warehouse,GREATER DUWAMISH,1.0,28920,Non-Refrigerated Warehouse,NONE,50.0,1750419.0,0.15941554564935595,0.0,0.840584454350644,35,1.0,0.0,1.0,0.0
Warehouse,GREATER DUWAMISH,1.0,22176,Non-Refrigerated Warehouse,NONE,60.0,736428.625,0.18666982153226322,0.0,0.8133293297772068,38,1.0,0.0,1.0,0.0
Small and Mid-Sized Office,NORTH,1.0,39927,Office,Parking,38.0,3568419.5,0.999999859881945,0.0,0.0,42,1.0,0.0,0.9903323565507051,0.0
Medical Office,NORTH,1.0,26930,Medical Office,NONE,64.0,1002995.0,1.0,0.0,0.0,36,0.7642034905310063,0.2357965094689937,1.0,0.0
Medical Office,NORTH,1.0,38745,Medical Office,Parking,76.0,2890379.0,0.7789905752844177,0.0,0.2210090787401929,48,1.0,0.0,1.0,0.0
Medical Office,NORTHEAST,1.0,38378,Medical Office,Parking,86.0,1645605.125,0.44337489529877344,0.0,0.556625028741327,49,1.0,0.0,0.9137005576111313,0.08629944238886862
Warehouse,NORTHEAST,1.0,33576,Non-Refrigerated Warehouse,NONE,64.0,1275231.75,0.3059240016569537,0.0,0.694076194385844,36,1.0,0.0,1.0,0.0
Supermarket / Grocery Store,NORTHEAST,1.0,33005,Supermarket/Grocery Store,Parking,21.0,10642754.0,0.6915205406420181,0.0,0.30847936539733983,41,1.0,0.0,1.0,0.0
Worship Facility,BALLARD,1.0,21765,Worship Facility,NONE,80.0,431390.4063,0.27798949222946595,0.0,0.7220095659322501,106,1.0,0.0,1.0,0.0
Worship Facility,CENTRAL,1.0,26560,Worship Facility,NONE,1.0,1751483.875,0.34826640924684504,0.0,0.6517336621212113,115,1.0,0.0,1.0,0.0
Warehouse,LAKE UNION,1.0,20140,Non-Refrigerated Warehouse,NONE,49.0,116486.6016,1.0,0.0,0.0,59,1.0,0.0,1.0,0.0
Retail Store,GREATER DUWAMISH,1.0,38845,Retail Store,Parking,82.0,6917280.0,0.47569651654985773,0.0,0.5243033388846483,24,1.0,0.0,1.0,0.0
Supermarket / Grocery Store,GREATER DUWAMISH,1.0,26092,Supermarket/Grocery Store,Parking,40.0,7619445.0,0.6568713338044962,0.0,0.34312866619550375,63,1.0,0.0,0.994404415146405,0.0
Small and Mid-Sized Office,GREATER DUWAMISH,1.0,25500,Office,NONE,98.0,1213869.75,0.16373091099765852,0.0,0.8362692949552454,49,1.0,0.0,1.0,0.0
K-12 School,BALLARD,1.0,35448,K-12 School,NONE,97.0,1379932.5,0.20330632114251965,0.0,0.7966933165209168,94,1.0,0.0,1.0,0.0
Supermarket / Grocery Store,BALLARD,1.0,29214,Supermarket/Grocery Store,NONE,8.0,9336239.0,0.6670010268588883,0.0,0.33299897314111176,50,1.0,0.0,1.0,0.0
Supermarket / Grocery Store,BALLARD,1.0,89103,Supermarket/Grocery Store,Parking,34.0,14029480.0,0.5565437920721225,0.0,0.44345613664939826,16,0.5170196289687216,0.4829803710312784,0.5278610147806471,0.0
Warehouse,BALLARD,1.0,41478,Non-Refrigerated Warehouse,Office,3.0,3035962.25,0.5926895171374413,0.0,0.4073104005163437,41,1.0,0.0,0.7698538984521915,0.23014610154780848
Warehouse,BALLARD,1.0,39840,Non-Refrigerated Warehouse,NONE,2.0,752104.0,1.0,0.0,0.0,36,1.0,0.0,1.0,0.0
Worship Facility,BALLARD,1.0,40445,Worship Facility,NONE,92.0,786253.6875,0.3449510053967155,0.0,0.6550493920577002,41,1.0,0.0,1.0,0.0
Retail Store,BALLARD,1.0,23500,Retail Store,NONE,53.0,1137967.5,0.8979896174539256,0.0,0.1020099431662152,20,1.0,0.0,1.0,0.0
Retail Store,Ballard,1.0,22420,Retail Store,NONE,82.0,1404253.75,0.6604376167768824,0.0,0.3395625612536196,49,1.0,0.0,1.0,0.0
Supermarket / Grocery Store,MAGNOLIA / QUEEN ANNE,1.0,25842,Supermarket/Grocery Store,NONE,35.0,8518313.0,0.5467041420055826,0.0,0.45329585799441746,55,1.0,0.0,1.0,0.0
Small and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1.0,25859,Office,Parking,88.0,858780.625,0.7751770133379523,0.0,0.22482225888596405,34,1.0,0.0,1.0,0.0
Warehouse,MAGNOLIA / QUEEN ANNE,1.0,25600,Non-Refrigerated Warehouse,Office,1.0,1730600.625,0.7220666524375027,0.0,0.27793356425027294,42,1.0,0.0,0.8046875,0.1953125
Small and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1.0,41784,Office,Parking,89.0,1294615.25,0.9999998068924338,0.0,0.0,8,0.7989900440359946,0.20100995596400537,0.7989900440359946,0.20100995596400537
Warehouse,MAGNOLIA / QUEEN ANNE,1.0,56884,Non-Refrigerated Warehouse,NONE,71.0,1388345.125,0.5657555789667212,0.0,0.43424433099802906,56,1.0,0.0,1.0,0.0
Retail Store,BALLARD,1.0,32810,Retail Store,NONE,66.0,2017967.75,0.652274051455976,0.0,0.3477260724310386,27,1.0,0.0,1.0,0.0
Small and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1.0,20022,Office,NONE,80.0,657385.8125,1.0,0.0,0.0,55,1.0,0.0,1.0,0.0
Distribution Center,MAGNOLIA / QUEEN ANNE,1.0,36498,Distribution Center,Non-Refrigerated Warehouse,89.0,520011.8125,0.5338878720182919,0.0,0.4661124885504404,56,1.0,0.0,0.49945202476848044,0.47125869910680035
Small and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1.0,30152,Office,Parking,96.0,845044.125,0.9988448828041968,0.0,0.0011549692745334453,9,0.8116211196603874,0.18837888033961264,0.8352348102945079,0.16476518970549217
Small and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1.0,22365,Office,NONE,71.0,727385.8125,1.0,0.0,0.0,37,1.0,0.0,0.9665548848647441,0.0
Small and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1.0,30172,Office,NONE,82.0,904059.875,1.0,0.0,0.0,22,1.0,0.0,1.0,0.0
Warehouse,BALLARD,1.0,42500,Non-Refrigerated Warehouse,Retail Store,100.0,241478.5938,0.9999975409828645,0.0,0.0,89,1.0,0.0,1.0,0.0
Small and Mid-Sized Office,BALLARD,1.0,23500,Office,NONE,26.0,1686405.0,0.7074125136014184,0.0,0.2925874863985816,48,1.0,0.0,1.0,0.0
Small and Mid-Sized Office,BALLARD,1.0,22282,Office,NONE,93.0,579888.3125,0.5282017129807216,0.0,0.47179774812240244,50,1.0,0.0,1.0,0.0
Small and Mid-Sized Office,NORTH,1.0,37500,Office,NONE,58.0,2235765.5,0.7220148982529697,0.0,0.2779848781099807,85,1.0,0.0,1.0,0.0
K-12 School,NORTHWEST,1.0,23983,K-12 School,NONE,61.0,1164364.75,0.5316186358269606,0.0,0.46838157888239057,86,1.0,0.0,1.0,0.0
Distribution Center,DELRIDGE,1.0,24100,Distribution Center,Non-Refrigerated Warehouse,22.0,809870.8125,0.3352497655297338,0.0,0.6647504659886727,36,1.0,0.0,0.8340248962655602,0.14522821576763487
K-12 School,NORTHEAST,3.0,31343,K-12 School,NONE,5.0,3846501.25,0.426136609210773,0.0,0.5738633257950976,12,1.0,0.0,1.0,0.0
Small and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1.0,40571,Office,NONE,64.0,1286817.375,0.9999997085833566,0.0,0.0,33,0.7325922456927362,0.2674077543072638,0.5917527297823568,0.0
Small and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1.0,41707,Office,Parking,78.0,1755788.5,0.9999997152276598,0.0,0.0,33,0.6245474380799386,0.3754525619200614,1.0,0.0
Warehouse,MAGNOLIA / QUEEN ANNE,1.0,39497,Non-Refrigerated Warehouse,Office,9.0,1700057.375,0.7906033171380465,0.0,0.2093964622811627,61,1.0,0.0,0.6468086183760792,0.35319138162392083
Small and Mid-Sized Office,NORTHWEST,1.0,27574,Office,NONE,73.0,1211349.25,0.9999997936185621,0.0,0.0,34,1.0,0.0,1.0,0.0
Senior Care Community,North,1.0,43661,Senior Care Community,Parking,4.0,3936421.5,0.6964942651593585,0.0,0.30350560782172337,18,1.0,0.0,1.0,0.0
Small and Mid-Sized Office,NORTHWEST,1.0,76105,Office,NONE,91.0,2472350.25,0.9999998988816411,0.0,0.0,29,0.6411930884961566,0.35880691150384336,1.0,0.0
Medical Office,NORTH,1.0,28841,Medical Office,NONE,55.0,1459199.75,0.6546903533940436,0.0,0.34530913262560525,28,1.0,0.0,1.0,0.0
K-12 School,DELRIDGE,1.0,42975,K-12 School,NONE,92.0,959352.0,0.1805020472152036,0.0,0.8194979527847964,92,1.0,0.0,0.4980802792321117,0.0
Small and Mid-Sized Office,DELRIDGE,1.0,30659,Office,Non-Refrigerated Warehouse,88.0,2619088.5,0.6889373917681667,0.0,0.31106241732572226,28,1.0,0.0,0.8892005610098177,0.28223360187873053
Medical Office,NORTHWEST,1.0,34759,Medical Office,Parking,81.0,1633105.375,0.9999997703761155,0.0,0.0,37,1.0,0.0,1.0,0.0
Hospital,NORTHWEST,8.0,415632,Hospital (General Medical & Surgical),Parking,85.0,98960776.0,0.43314290502329933,0.0,0.5668570343466183,50,1.0,0.0,1.0,0.0
Supermarket / Grocery Store,GREATER DUWAMISH,1.0,21603,Supermarket/Grocery Store,NONE,16.0,5833800.0,0.6685278891974357,0.0,0.3314721108025644,51,1.0,0.0,1.0,0.0
Medical Office,EAST,1.0,591981,Medical Office,Parking,60.0,102673696.0,0.4675227820765311,0.0,0.53247712052754,52,1.0,0.0,0.8787224589978394,0.47702882356021564
Distribution Center,DELRIDGE,1.0,42900,Distribution Center,NONE,53.0,436252.5,1.0,0.0,0.0,37,1.0,0.0,1.0,0.0
Warehouse,DOWNTOWN,1.0,25840,Non-Refrigerated Warehouse,NONE,92.0,313528.0938,0.9999997008242584,0.0,0.0,60,1.0,0.0,1.0,0.0
Small and Mid-Sized Office,DOWNTOWN,1.0,70332,Office,Parking,89.0,1981115.25,0.9419462093384017,0.0,0.05805366447005039,15,0.6858471250639823,0.31415287493601773,0.6315332992094637,0.36846670079053634
Supermarket / Grocery Store,BALLARD,1.0,45522,Supermarket/Grocery Store,Parking,22.0,12250422.0,0.5730178927713674,0.0,0.4269819439689506,22,1.0,0.0,1.0,0.0
Small and Mid-Sized Office,GREATER DUWAMISH,1.0,40657,Office,Parking,57.0,2826828.0,0.9701347234426715,0.0,0.02986527655732857,19,1.0,0.0,1.0,0.0
Residence Hall,EAST,1.0,44086,Residence Hall/Dormitory,NONE,29.0,3652708.75,0.33370960660359245,0.5257671447251303,0.1405233855559932,112,1.0,0.0,1.0,0.0
Small and Mid-Sized Office,EAST,1.0,54372,Office,Parking,94.0,1403820.0,1.0,0.0,0.0,46,0.6170087545059957,0.38299124549400426,1.0,0.0
Medical Office,EAST,1.0,274568,Medical Office,Parking,52.0,25311526.0,0.4746957966896188,0.5253041242949951,0.0,71,1.0,0.0,0.8308797820576324,0.4951560269222925
Small and Mid-Sized Office,EAST,1.0,21282,Office,NONE,69.0,1245923.75,0.38796997007240613,0.6120296787825098,0.0,60,1.0,0.0,0.9236913823888733,0.0
Small and Mid-Sized Office,NORTH,1.0,33580,Office,Parking,100.0,409578.4063,1.0,0.0,0.0,31,0.6131625967837999,0.38683740321620014,0.6131625967837999,0.38683740321620014
Warehouse,NORTH,1.0,21936,Non-Refrigerated Warehouse,NONE,100.0,113130.0,0.6349067444532839,0.0,0.3650932555467162,39,1.0,0.0,1.0,0.0
Small and Mid-Sized Office,DELRIDGE,1.0,66484,Office,Non-Refrigerated Warehouse,69.0,3046543.0,1.0,0.0,0.0,28,1.0,0.0,0.7420431983635161,0.27074183262138257
Small and Mid-Sized Office,EAST,1.0,25151,Office,NONE,85.0,1356874.75,0.44800745241961354,0.5519925015186553,0.0,57,1.0,0.0,0.9603991888990497,0.0
Hotel,EAST,1.0,35770,Hotel,NONE,56.0,2640980.25,0.2291372682548459,0.0,0.770862637083333,88,1.0,0.0,1.0,0.0
Hotel,EAST,1.0,48006,Hotel,NONE,85.0,3239754.0,0.47331927053720746,0.0,0.5266807294627925,88,1.0,0.0,1.0,0.0
Small and Mid-Sized Office,GREATER DUWAMISH,1.0,21315,Office,NONE,34.0,2796425.0,0.29342213719302324,0.0,0.7065778628069768,43,1.0,0.0,0.9581984517945109,0.0
Small and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1.0,57110,Office,Parking,69.0,2190460.0,0.910536599618345,0.0,0.089463400381655,32,0.7231308002101208,0.2768691997898792,0.6455436876203817,0.4971108387322711
Small and Mid-Sized Office,DOWNTOWN,1.0,34030,Office,NONE,50.0,1748629.875,0.8751594730703088,0.0,0.12484059841422988,37,1.0,0.0,1.0,0.0
Distribution Center,GREATER DUWAMISH,1.0,41308,Distribution Center,NONE,7.0,1642471.5,0.6421828323961786,0.0,0.3578168631845362,64,1.0,0.0,1.0,0.0
Warehouse,MAGNOLIA / QUEEN ANNE,1.0,38255,Non-Refrigerated Warehouse,NONE,12.0,985401.8125,0.40777781703136456,0.0,0.5922223732463451,59,1.0,0.0,1.0,0.0
Small and Mid-Sized Office,LAKE UNION,1.0,48924,Office,Parking,71.0,2282551.25,0.5885401258788823,0.0,0.4114597645945518,27,1.0,0.0,0.6402787997710735,0.2686411577140054
Small and Mid-Sized Office,LAKE UNION,1.0,50333,Office,NONE,88.0,1602084.375,0.9999997659299311,0.0,0.0,57,0.6416665011026563,0.35833349889734367,1.0,0.0
Small and Mid-Sized Office,LAKE UNION,1.0,57132,Office,Parking,73.0,1994967.75,0.999999624054073,0.0,0.0,16,0.6165371420569908,0.38346285794300916,0.5899495904221802,0.38346285794300916
Worship Facility,DELRIDGE,1.0,24224,Worship Facility,Parking,52.0,968026.3125,0.5526037805919661,0.0,0.44739589658623047,59,1.0,0.0,1.0,0.0
Worship Facility,DELRIDGE,1.0,23706,Worship Facility,NONE,78.0,400770.9063,0.4413219553108065,0.0,0.5586782784886,53,1.0,0.0,1.0,0.0
Supermarket / Grocery Store,SOUTHEAST,1.0,67450,Supermarket/Grocery Store,NONE,97.0,2842819.5,0.7252497036832624,0.0,0.2747501204350118,57,1.0,0.0,0.6339510748702742,0.0
Small and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1.0,43016,Office,NONE,100.0,1234095.5,0.0873700617172658,0.0,0.9126303434377647,37,0.8744653152315418,0.12553468476845825,1.0,0.0
Small and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1.0,20671,Office,NONE,98.0,638507.125,0.31060107590811925,0.0,0.6893987283227262,76,1.0,0.0,1.0,0.0
Warehouse,GREATER DUWAMISH,1.0,21600,Non-Refrigerated Warehouse,NONE,57.0,499828.5938,0.5284891726416473,0.0,0.471511640036949,89,1.0,0.0,1.0,0.0
Worship Facility,SOUTHWEST,1.0,35844,Worship Facility,NONE,14.0,866126.375,0.9999995670377778,0.0,0.0,39,1.0,0.0,1.0,0.0
Small and Mid-Sized Office,LAKE UNION,1.0,31774,Office,Retail Store,85.0,1639136.25,0.9015888703577876,0.0,0.09841097712285968,100,1.0,0.0,0.6261723421665513,0.4387549568829861
Warehouse,GREATER DUWAMISH,1.0,26094,Non-Refrigerated Warehouse,NONE,19.0,709990.8125,1.0,0.0,0.0,63,1.0,0.0,1.0,0.0
Small and Mid-Sized Office,GREATER DUWAMISH,1.0,23687,Office,NONE,68.0,1084553.75,1.0,0.0,0.0,33,1.0,0.0,1.0,0.0
Small and Mid-Sized Office,GREATER DUWAMISH,1.0,24221,Office,NONE,20.0,1435562.75,1.0,0.0,0.0,33,1.0,0.0,1.0,0.0
Mixed Use Property,DOWNTOWN,1.0,71919,Office,Retail Store,37.0,5381105.0,0.9999998141645629,0.0,0.0,116,0.804182483071233,0.1958175169287671,0.4804015628693391,0.32098610937304467
Small and Mid-Sized Office,DOWNTOWN,1.0,32027,Office,Retail Store,54.0,3999505.25,0.4552100537935286,0.0,0.54478988369874,116,1.0,0.0,0.547225778249602,0.4527742217503981
Small and Mid-Sized Office,GREATER DUWAMISH,1.0,34425,Office,Non-Refrigerated Warehouse,84.0,2018385.75,0.6134461660760337,0.0,0.38655395778532425,102,1.0,0.0,1.0,0.0
Medical Office,SOUTHWEST,1.0,40304,Medical Office,Parking,5.0,1961581.5,0.999999745103632,0.0,0.0,32,0.7022628026994839,0.29773719730051607,0.4988586740770147,0.40720524017467247
Distribution Center,GREATER DUWAMISH,1.0,29619,Distribution Center,Office,50.0,1280263.75,0.4325179089074419,0.0,0.5674822863648213,26,1.0,0.0,0.5064316823660489,0.4935683176339512
K-12 School,CENTRAL,1.0,21592,K-12 School,NONE,47.0,1431784.0,0.33007213378554306,0.0,0.6699278662144569,94,1.0,0.0,0.9586884031122638,0.0
K-12 School,NORTH,1.0,23923,K-12 School,NONE,69.0,805643.5,0.6262310811171442,0.0,0.37376829826095537,85,1.0,0.0,1.0,0.0
Small and Mid-Sized Office,CENTRAL,1.0,25200,Office,Retail Store,47.0,1748444.25,0.691415239576555,0.0,0.30858461743918914,109,1.0,0.0,0.6349206349206349,0.31746031746031744
Small and Mid-Sized Office,CENTRAL,1.0,28296,Office,NONE,80.0,1328461.25,0.9999998118123505,0.0,0.0,53,1.0,0.0,0.9506290641786825,0.0
Small and Mid-Sized Office,CENTRAL,1.0,31357,Office,Medical Office,55.0,1965075.625,0.9031021388807874,0.0,0.09689754306529552,17,1.0,0.0,0.8132155499569474,0.159454029403323
Distribution Center,GREATER DUWAMISH,1.0,160000,Distribution Center,NONE,94.0,1157976.5,1.0,0.0,0.0,48,1.0,0.0,1.0,0.0
Warehouse,GREATER DUWAMISH,1.0,53550,Non-Refrigerated Warehouse,NONE,11.0,4590246.5,0.3265680829994642,0.0,0.6734318080739237,56,1.0,0.0,1.0,0.0
Warehouse,GREATER DUWAMISH,1.0,38412,Non-Refrigerated Warehouse,Office,62.0,1628540.0,0.25869429059157284,0.0,0.7413057094084272,92,1.0,0.0,0.8330729980214516,0.2082682495053629
Small and Mid-Sized Office,GREATER DUWAMISH,1.0,24291,Office,NONE,98.0,655422.375,0.5027094169618485,0.0,0.497291536621709,63,1.0,0.0,0.9889671071590301,0.0
Warehouse,GREATER DUWAMISH,1.0,36544,Non-Refrigerated Warehouse,NONE,5.0,1269847.75,0.999999409378014,0.0,0.0,50,1.0,0.0,1.0,0.0
Distribution Center,GREATER DUWAMISH,1.0,21349,Distribution Center,Office,70.0,659761.875,0.5911890558999032,0.0,0.40881113356239324,69,1.0,0.0,0.6089278186331912,0.39107218136680877
Warehouse,GREATER DUWAMISH,1.0,38630,Non-Refrigerated Warehouse,NONE,33.0,416885.5938,1.0,0.0,0.0,80,1.0,0.0,0.996634739839503,0.0
Warehouse,GREATER DUWAMISH,1.0,22803,Non-Refrigerated Warehouse,Other,78.0,764094.5,0.5413597401892043,0.0,0.45863960544147353,31,1.0,0.0,0.8495811954567382,0.15041880454326184
Refrigerated Warehouse,GREATER DUWAMISH,1.0,41550,Refrigerated Warehouse,NONE,94.0,642645.1875,0.9999997082371367,0.0,0.0,65,1.0,0.0,1.0,0.0
K-12 School,SOUTHEAST,1.0,42252,K-12 School,NONE,49.0,2203758.5,0.14445820628712266,0.0,0.855542020597992,104,1.0,0.0,1.0,0.0
Worship Facility,SOUTHEAST,1.0,22895,Worship Facility,Parking,96.0,440419.1875,0.5153908059466642,0.0,0.48460876832256544,35,1.0,0.0,1.0,0.0
Warehouse,GREATER DUWAMISH,1.0,52325,Non-Refrigerated Warehouse,NONE,67.0,808968.1875,0.6680472833797312,0.0,0.3319524848435403,79,1.0,0.0,1.0,0.0
Retail Store,GREATER DUWAMISH,1.0,25880,Retail Store,NONE,100.0,162960.0,1.0,0.0,0.0,72,1.0,0.0,1.0,0.0
Warehouse,GREATER DUWAMISH,1.0,45842,Non-Refrigerated Warehouse,Office,99.0,819354.625,0.8191654498807522,0.0,0.18083378732377328,56,1.0,0.0,1.0,0.0
Warehouse,GREATER DUWAMISH,1.0,20520,Non-Refrigerated Warehouse,Office,20.0,1167887.75,0.3929119044188964,0.0,0.6070883096427717,50,1.0,0.0,0.7504873294346979,0.24951267056530213
Warehouse,GREATER DUWAMISH,1.0,22972,Non-Refrigerated Warehouse,NONE,12.0,495481.0,1.0,0.0,0.0,71,1.0,0.0,1.0,0.0
Warehouse,GREATER DUWAMISH,1.0,24990,Non-Refrigerated Warehouse,Office,80.0,523614.0938,0.7910654142136463,0.0,0.2089344066467907,63,1.0,0.0,1.0,0.0
Distribution Center,GREATER DUWAMISH,1.0,24354,Distribution Center,Office,10.0,735907.8125,0.6417651667477032,0.0,0.35823508803964493,50,1.0,0.0,0.758396977909173,0.24160302209082696
Distribution Center,GREATER DUWAMISH,1.0,33600,Distribution Center,Office,58.0,847419.375,0.7585311582001533,0.0,0.2414683992798725,57,1.0,0.0,0.7142857142857143,0.2857142857142857
Refrigerated Warehouse,GREATER DUWAMISH,1.0,25520,Refrigerated Warehouse,NONE,100.0,1610794.75,0.3571814472328023,0.0,0.6428180871585284,59,1.0,0.0,0.987460815047022,0.0
Small and Mid-Sized Office,NORTH,1.0,24291,Office,NONE,87.0,920430.625,0.9999993209700079,0.0,0.0,42,1.0,0.0,1.0,0.0
Retail Store,NORTH,1.0,20738,Retail Store,NONE,44.0,526752.8125,1.0,0.0,0.0,58,1.0,0.0,1.0,0.0
Medical Office,NORTH,1.0,28385,Medical Office,NONE,1.0,2654316.0,0.999999623255106,0.0,0.0,30,0.7514180024660913,0.24858199753390875,0.7248546767658974,0.0
Small and Mid-Sized Office,GREATER DUWAMISH,1.0,23143,Office,Non-Refrigerated Warehouse,75.0,1139980.625,0.41212367096151303,0.0,0.5878766579914462,33,1.0,0.0,0.6744587996370393,0.32554120036296075
Small and Mid-Sized Office,GREATER DUWAMISH,1.0,28800,Office,Non-Refrigerated Warehouse,73.0,2107743.75,0.3731701256379007,0.0,0.4881153128789968,54,1.0,0.0,1.0,0.0
Warehouse,GREATER DUWAMISH,1.0,39600,Non-Refrigerated Warehouse,NONE,85.0,405050.4063,0.9999989969149675,0.0,0.0,64,1.0,0.0,1.0,0.0
Warehouse,GREATER DUWAMISH,1.0,39600,Non-Refrigerated Warehouse,NONE,91.0,468396.9063,0.7230683965770677,0.0,0.2769318034669522,64,1.0,0.0,1.0,0.0
Distribution Center,GREATER DUWAMISH,1.0,41248,Distribution Center,NONE,37.0,1108310.875,0.8284850584002436,0.0,0.17151505438399672,79,1.0,0.0,1.0,0.0
Worship Facility,SOUTHWEST,1.0,35864,Worship Facility,NONE,75.0,1228113.5,0.38093628968332327,0.0,0.619064117445171,68,1.0,0.0,1.0,0.0
Worship Facility,GREATER DUWAMISH,1.0,20484,Worship Facility,NONE,69.0,822636.625,0.13984667896350955,0.0,0.860152561284273,62,1.0,0.0,1.0,0.0
Medical Office,NORTHEAST,1.0,45264,Medical Office,NONE,4.0,1849331.25,0.9999998648159977,0.0,0.0,32,0.6106839872746553,0.38931601272534466,0.480359667727112,0.0
Worship Facility,NORTHWEST,0.0,41600,Worship Facility,NONE,58.0,1195165.25,0.5891026366437612,0.0,0.4108971541801437,65,1.0,0.0,1.0,0.0
Small and Mid-Sized Office,LAKE UNION,1.0,34110,Office,NONE,31.0,2563985.5,0.9999998049910969,0.0,0.0,56,1.0,0.0,1.0,0.0
Warehouse,GREATER DUWAMISH,1.0,43390,Non-Refrigerated Warehouse,Office,87.0,533742.8125,1.0,0.0,0.0,46,1.0,0.0,0.8395943765844665,0.16040562341553352
Warehouse,GREATER DUWAMISH,1.0,35400,Non-Refrigerated Warehouse,NONE,84.0,419978.6875,0.6714769306001986,0.0,0.32852381348517834,57,1.0,0.0,1.0,0.0
Distribution Center,GREATER DUWAMISH,1.0,28144,Distribution Center,Office,19.0,858701.0,0.9436928570014476,0.0,0.05630714299855247,50,1.0,0.0,0.788835986355884,0.21628055713473565
Warehouse,GREATER DUWAMISH,1.0,71283,Non-Refrigerated Warehouse,Office,41.0,2491238.25,0.7755035071414788,0.0,0.22449639250681866,100,1.0,0.0,0.8123956623598895,0.18760433764011056
Small and Mid-Sized Office,GREATER DUWAMISH,1.0,47368,Office,Parking,99.0,1042652.625,1.0,0.0,0.0,37,1.0,0.0,1.0,0.0
